<<<<<<< HEAD
'CuadroX';'B';98.30;8.00;108.30;18.30;'Arial';0;1;0;0;0;0;'I';None;2
'EMPRESA';'T';9.50;24.20;101.60;29.20;'Arial';12;1;0;0;0;0;'I';'';2
'EXENTO.L';'T';91.40;236.60;104.40;241.30;'Arial';9;0;0;0;0;0;'I';'Exento:';0
'Fecha';'T';146.40;25.40;186.40;31.70;'Arial';12;0;0;0;0;65535;'I';None;0
'Fecha.L';'T';127.20;25.60;144.50;31.50;'Arial';12;0;0;0;0;0;'I';'Fecha:';0
'IIBB';'T';157.60;32.90;205.60;37.90;'Arial';10;0;0;0;0;0;'C';'';2
'INICIO';'T';105.50;38.20;205.70;43.20;'Arial';10;0;0;0;0;0;'I';'';2
'IVA';'T';9.70;38.00;101.60;43.00;'Arial';10;0;0;0;0;0;'I';'';2
'IVA10.5';'T';186.20;267.40;207.30;271.40;'Arial';9;0;0;0;0;65535;'D';None;0
'IVA10.5.L';'T';153.90;267.50;175.20;271.50;'Arial';9;0;0;0;0;0;'I';'I.V.A. 10,5%';0
'IVA2.5';'T';186.20;259.00;207.30;263.00;'Arial';9;0;0;0;0;65535;'D';None;0
'IVA2.5.L';'T';153.90;259.10;175.20;263.10;'Arial';9;0;0;0;0;0;'I';'I.V.A. 2.5%';0
'IVA21';'T';186.20;271.70;207.30;275.70;'Arial';9;0;0;0;0;65535;'D';None;0
'IVA21.L';'T';153.80;271.70;175.10;275.70;'Arial';9;0;0;0;0;0;'I';'I.V.A. 21%';0
'IVA27';'T';186.30;275.80;207.40;279.80;'Arial';9;0;0;0;0;65535;'D';None;0
'IVA27.L';'T';153.90;275.80;175.20;279.80;'Arial';9;0;0;0;0;0;'I';'I.V.A. 27%';0
'IVA5';'T';186.30;263.30;207.40;267.30;'Arial';9;0;0;0;0;65535;'D';None;0
'IVA5.L';'T';153.90;263.30;175.20;267.30;'Arial';9;0;0;0;0;0;'I';'I.V.A. 5%';0
'Item.AlicuotaIVA';'T';163.90;73.30;183.10;78.30;'Arial';8;0;0;0;0;65535;'C';'IVA';0
'Item.AlicuotaIva01';'T';163.70;78.40;171.30;82.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva02';'T';163.70;82.40;171.30;86.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva03';'T';163.70;86.40;171.30;90.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva04';'T';163.70;90.40;171.30;94.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva05';'T';163.70;94.40;171.30;98.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva06';'T';163.70;98.40;171.30;102.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva07';'T';163.70;102.40;171.30;106.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva08';'T';163.70;106.40;171.30;110.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva09';'T';163.70;110.40;171.30;114.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva10';'T';163.70;114.40;171.30;118.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva11';'T';163.70;118.40;171.30;122.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva12';'T';163.70;122.40;171.30;126.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva13';'T';163.70;126.40;171.30;130.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva14';'T';163.70;130.40;171.30;134.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva15';'T';163.70;134.40;171.30;138.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva16';'T';163.70;138.40;171.30;142.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva17';'T';163.70;142.40;171.30;146.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva18';'T';163.70;146.40;171.30;150.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva19';'T';163.70;150.40;171.30;154.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva20';'T';163.70;154.40;171.30;158.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva21';'T';163.70;158.40;171.30;162.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva22';'T';163.70;162.40;171.30;166.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva23';'T';163.70;166.40;171.30;170.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva24';'T';163.70;170.40;171.30;174.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva25';'T';163.70;174.40;171.30;178.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva26';'T';163.70;178.40;171.30;182.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva27';'T';163.70;182.40;171.30;186.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva28';'T';163.70;186.40;171.30;190.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva29';'T';163.70;190.40;171.30;194.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva30';'T';163.70;194.40;171.30;198.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva31';'T';163.70;198.40;171.30;202.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva32';'T';163.70;202.40;171.30;206.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva33';'T';163.70;206.40;171.30;210.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva34';'T';163.70;210.40;171.30;214.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva35';'T';163.70;214.40;171.30;218.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva36';'T';163.70;218.40;171.30;222.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva37';'T';163.70;222.40;171.30;226.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva38';'T';163.70;226.40;171.30;230.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.AlicuotaIva39';'T';163.70;230.40;171.30;234.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif01';'T';136.90;78.60;146.50;82.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif02';'T';136.90;82.60;146.50;86.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif03';'T';136.90;86.60;146.50;90.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif04';'T';136.90;90.60;146.50;94.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif05';'T';136.90;94.60;146.50;98.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif06';'T';136.90;98.60;146.50;102.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif07';'T';136.90;102.60;146.50;106.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif08';'T';136.90;106.60;146.50;110.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif09';'T';136.90;110.60;146.50;114.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif10';'T';136.90;114.60;146.50;118.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif11';'T';136.90;118.60;146.50;122.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif12';'T';136.90;122.60;146.50;126.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif13';'T';136.90;126.60;146.50;130.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif14';'T';136.90;130.60;146.50;134.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif15';'T';136.90;134.60;146.50;138.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif16';'T';136.90;138.60;146.50;142.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif17';'T';136.90;142.60;146.50;146.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif18';'T';136.90;146.60;146.50;150.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif19';'T';136.90;150.60;146.50;154.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif20';'T';136.90;154.60;146.50;158.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif21';'T';136.90;158.60;146.50;162.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif22';'T';136.90;162.60;146.50;166.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif23';'T';136.90;166.60;146.50;170.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif24';'T';136.90;170.60;146.50;174.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif25';'T';136.90;174.60;146.50;178.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif26';'T';136.90;178.60;146.50;182.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif27';'T';136.90;182.60;146.50;186.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif28';'T';136.90;186.60;146.50;190.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif29';'T';136.90;190.60;146.50;194.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif30';'T';136.90;194.60;146.50;198.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif31';'T';136.90;198.60;146.50;202.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif32';'T';136.90;202.60;146.50;206.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif33';'T';136.90;206.60;146.50;210.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif34';'T';136.90;210.60;146.50;214.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif35';'T';136.90;214.60;146.50;218.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif36';'T';136.90;218.60;146.50;222.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif37';'T';136.90;222.60;146.50;226.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif38';'T';136.90;226.60;146.50;230.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonif39';'T';136.90;230.60;146.50;234.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Bonificacion';'T';136.30;73.30;146.90;78.30;'Arial';8;0;0;0;0;65535;'C';'Bonif.';0
'Item.Cantidad';'T';123.00;73.40;135.70;78.40;'Arial';8;0;0;0;0;65535;'C';'Cantidad';0
'Item.Cantidad01';'T';124.00;78.60;135.30;82.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad02';'T';124.00;82.60;135.30;86.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad03';'T';124.00;86.60;135.30;90.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad04';'T';124.00;90.60;135.30;94.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad05';'T';124.00;94.60;135.30;98.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad06';'T';124.00;98.60;135.30;102.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad07';'T';124.00;102.60;135.30;106.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad08';'T';124.00;106.60;135.30;110.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad09';'T';124.00;110.60;135.30;114.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad10';'T';124.00;114.60;135.30;118.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad11';'T';124.00;118.60;135.30;122.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad12';'T';124.00;122.60;135.30;126.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad13';'T';124.00;126.60;135.30;130.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad14';'T';124.00;130.60;135.30;134.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad15';'T';124.00;134.60;135.30;138.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad16';'T';124.00;138.60;135.30;142.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad17';'T';124.00;142.60;135.30;146.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad18';'T';124.00;146.60;135.30;150.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad19';'T';124.00;150.60;135.30;154.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad20';'T';124.00;154.60;135.30;158.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad21';'T';124.00;158.60;135.30;162.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad22';'T';124.00;162.60;135.30;166.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad23';'T';124.00;166.60;135.30;170.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad24';'T';124.00;170.60;135.30;174.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad25';'T';124.00;174.60;135.30;178.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad26';'T';124.00;178.60;135.30;182.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad27';'T';124.00;182.60;135.30;186.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad28';'T';124.00;186.60;135.30;190.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad29';'T';124.00;190.60;135.30;194.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad30';'T';124.00;194.60;135.30;198.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad31';'T';124.00;198.60;135.30;202.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad32';'T';124.00;202.60;135.30;206.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad33';'T';124.00;206.60;135.30;210.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad34';'T';124.00;210.60;135.30;214.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad35';'T';124.00;214.60;135.30;218.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad36';'T';124.00;218.60;135.30;222.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad37';'T';124.00;222.60;135.30;226.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad38';'T';124.00;226.60;135.30;230.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Cantidad39';'T';124.00;230.60;135.30;234.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo';'T';9.20;73.20;33.40;78.20;'Arial';8;0;0;0;0;65535;'C';'Articulo';0
'Item.Codigo01';'T';9.70;78.40;32.80;82.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo02';'T';9.70;82.40;32.80;86.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo03';'T';9.70;86.40;32.80;90.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo04';'T';9.70;90.40;32.80;94.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo05';'T';9.70;94.40;32.80;98.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo06';'T';9.70;98.40;32.80;102.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo07';'T';9.70;102.40;32.80;106.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo08';'T';9.70;106.40;32.80;110.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo09';'T';9.70;110.40;32.80;114.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo10';'T';9.70;114.40;32.80;118.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo11';'T';9.70;118.40;32.80;122.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo12';'T';9.70;122.40;32.80;126.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo13';'T';9.70;126.40;32.80;130.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo14';'T';9.70;130.40;32.80;134.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo15';'T';9.70;134.40;32.80;138.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo16';'T';9.70;138.40;32.80;142.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo17';'T';9.70;142.40;32.80;146.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo18';'T';9.70;146.40;32.80;150.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo19';'T';9.70;150.40;32.80;154.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo20';'T';9.70;154.40;32.80;158.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo21';'T';9.70;158.40;32.80;162.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo22';'T';9.70;162.40;32.80;166.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo23';'T';9.70;166.40;32.80;170.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo24';'T';9.70;170.40;32.80;174.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo25';'T';9.70;174.40;32.80;178.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo26';'T';9.70;178.40;32.80;182.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo27';'T';9.70;182.40;32.80;186.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo28';'T';9.70;186.40;32.80;190.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo29';'T';9.70;190.40;32.80;194.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo30';'T';9.70;194.40;32.80;198.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo31';'T';9.70;198.40;32.80;202.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo32';'T';9.70;202.40;32.80;206.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo33';'T';9.70;206.40;32.80;210.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo34';'T';9.70;210.40;32.80;214.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo35';'T';9.70;214.40;32.80;218.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo36';'T';9.70;218.40;32.80;222.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo37';'T';9.70;222.40;32.80;226.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo38';'T';9.70;226.40;32.80;230.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Codigo39';'T';9.70;230.40;32.80;234.20;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A01';'T';106.80;78.50;114.10;82.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A02';'T';106.80;82.50;114.10;86.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A03';'T';106.80;86.50;114.10;90.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A04';'T';106.80;90.50;114.10;94.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A05';'T';106.80;94.50;114.10;98.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A06';'T';106.80;98.50;114.10;102.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A07';'T';106.80;102.50;114.10;106.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A08';'T';106.80;106.50;114.10;110.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A09';'T';106.80;110.50;114.10;114.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A10';'T';106.80;114.50;114.10;118.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A11';'T';106.80;118.50;114.10;122.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A12';'T';106.80;122.50;114.10;126.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A13';'T';106.80;126.50;114.10;130.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A14';'T';106.80;130.50;114.10;134.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A15';'T';106.80;134.50;114.10;138.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A16';'T';106.80;138.50;114.10;142.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A17';'T';106.80;142.50;114.10;146.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A18';'T';106.80;146.50;114.10;150.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A19';'T';106.80;150.50;114.10;154.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A20';'T';106.80;154.50;114.10;158.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A21';'T';106.80;158.50;114.10;162.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A22';'T';106.80;162.50;114.10;166.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A23';'T';106.80;166.50;114.10;170.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A24';'T';106.80;170.50;114.10;174.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A25';'T';106.80;174.50;114.10;178.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A26';'T';106.80;178.50;114.10;182.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A27';'T';106.80;182.50;114.10;186.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A28';'T';106.80;186.50;114.10;190.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A29';'T';106.80;190.50;114.10;194.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A30';'T';106.80;194.50;114.10;198.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A31';'T';106.80;198.50;114.10;202.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A32';'T';106.80;202.50;114.10;206.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A33';'T';106.80;206.50;114.10;210.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A34';'T';106.80;210.50;114.10;214.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A35';'T';106.80;214.50;114.10;218.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A36';'T';106.80;218.50;114.10;222.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A37';'T';106.80;222.50;114.10;226.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A38';'T';106.80;226.50;114.10;230.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_A39';'T';106.80;230.50;114.10;234.30;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B01';'T';114.30;78.60;122.10;82.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B02';'T';114.50;82.60;122.30;86.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B03';'T';114.50;86.60;122.30;90.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B04';'T';114.50;90.60;122.30;94.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B05';'T';114.50;94.60;122.30;98.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B06';'T';114.50;98.60;122.30;102.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B07';'T';114.50;102.60;122.30;106.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B08';'T';114.50;106.60;122.30;110.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B09';'T';114.50;110.60;122.30;114.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B10';'T';114.50;114.60;122.30;118.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B11';'T';114.50;118.60;122.30;122.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B12';'T';114.50;122.60;122.30;126.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B13';'T';114.50;126.60;122.30;130.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B14';'T';114.50;130.60;122.30;134.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B15';'T';114.50;134.60;122.30;138.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B16';'T';114.50;138.60;122.30;142.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B17';'T';114.50;142.60;122.30;146.40;'Arial';8;0;0;0;0;65535;'D';'';0
'Item.Dato_B18';'T';114.50;146.60;122.30;150.40;'Arial';8;0;0;0;0;65535;'D';'';0
